Netlist file: ../net/alu4.net   Architecture file: 4lut_sanitized.arch
Array size: 40 x 40 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
[1797]		30	37	0	#1018
[1798]		31	35	0	#1019
[1799]		34	35	0	#1020
[1803]		32	36	0	#1021
[1804]		34	36	0	#1022
[1805]		32	34	0	#1023
[1806]		33	28	0	#1024
[1808]		33	31	0	#1025
[1810]		31	34	0	#1026
[1814]		35	36	0	#1027
[1816]		37	34	0	#1028
[1817]		36	35	0	#1029
[1820]		36	36	0	#1030
[1821]		35	35	0	#1031
[1823]		34	28	0	#1032
[1825]		33	29	0	#1033
[1829]		35	28	0	#1034
[1832]		39	28	0	#1035
[1833]		38	31	0	#1036
[1838]		38	30	0	#1037
[1839]		38	32	0	#1038
[1841]		39	23	0	#1039
[1844]		40	22	0	#1040
[1845]		38	23	0	#1041
[1848]		40	26	0	#1042
[1849]		39	27	0	#1043
[1850]		35	38	0	#1044
[1852]		37	37	0	#1045
[1853]		34	37	0	#1046
[1856]		37	36	0	#1047
[1857]		38	37	0	#1048
[1861]		34	38	0	#1049
[1863]		36	38	0	#1050
[1867]		13	31	0	#1051
[1869]		10	35	0	#1052
[6473]		11	33	0	#1053
[6474]		11	35	0	#1054
[6475]		12	32	0	#1055
[6478]		33	38	0	#1056
[6479]		32	32	0	#1057
[6485]		35	37	0	#1058
[6488]		36	28	0	#1059
[6491]		36	27	0	#1060
[6493]		40	28	0	#1061
[6494]		38	28	0	#1062
[6495]		34	15	0	#1063
[6496]		39	29	0	#1064
[6499]		36	32	0	#1065
[6500]		35	32	0	#1066
[6501]		35	27	0	#1067
[6504]		36	31	0	#1068
[6506]		35	31	0	#1069
[6507]		36	34	0	#1070
[6509]		34	34	0	#1071
[6510]		33	34	0	#1072
[6512]		34	33	0	#1073
[6515]		30	38	0	#1074
[6516]		31	37	0	#1075
[6517]		32	35	0	#1076
[6520]		33	35	0	#1077
[6522]		37	32	0	#1078
[6523]		38	33	0	#1079
[6524]		40	27	0	#1080
[6526]		37	33	0	#1081
[6527]		37	27	0	#1082
[6528]		37	31	0	#1083
[6530]		37	29	0	#1084
[6536]		39	34	0	#1085
[6537]		39	35	0	#1086
[6538]		40	31	0	#1087
[6549]		20	32	0	#1088
[6550]		19	33	0	#1089
[6551]		23	31	0	#1090
[6553]		21	34	0	#1091
[6554]		28	26	0	#1092
[6555]		29	26	0	#1093
[6557]		29	37	0	#1094
[6558]		30	35	0	#1095
[6559]		27	32	0	#1096
[6561]		30	33	0	#1097
[6562]		24	33	0	#1098
[6563]		28	29	0	#1099
[6567]		31	30	0	#1100
[6573]		28	23	0	#1101
[6575]		27	24	0	#1102
[6577]		25	34	0	#1103
[6578]		28	38	0	#1104
[6579]		27	36	0	#1105
[6582]		32	31	0	#1106
[6584]		29	31	0	#1107
[6585]		28	31	0	#1108
[6587]		30	32	0	#1109
[6588]		33	30	0	#1110
[6589]		32	33	0	#1111
[6591]		30	36	0	#1112
[6593]		31	32	0	#1113
[6594]		19	12	0	#1114
[6595]		27	38	0	#1115
[6598]		25	38	0	#1116
[6600]		23	38	0	#1117
[6603]		24	39	0	#1118
[6604]		27	39	0	#1119
[6605]		29	39	0	#1120
[6615]		18	40	0	#1121
[6616]		21	32	0	#1122
[6618]		21	37	0	#1123
[6620]		23	24	0	#1124
[6621]		22	23	0	#1125
[6622]		25	36	0	#1126
[6623]		26	36	0	#1127
[6624]		22	24	0	#1128
[6627]		21	40	0	#1129
[6628]		25	31	0	#1130
[6629]		24	29	0	#1131
[6630]		25	30	0	#1132
[6631]		26	29	0	#1133
[6632]		28	27	0	#1134
[6633]		28	28	0	#1135
[6636]		25	28	0	#1136
[6637]		20	26	0	#1137
[6638]		21	26	0	#1138
[6640]		22	26	0	#1139
[6642]		14	35	0	#1140
[6643]		14	36	0	#1141
[6644]		19	38	0	#1142
[6645]		12	36	0	#1143
[6647]		16	35	0	#1144
[6651]		15	36	0	#1145
[6653]		16	39	0	#1146
[6654]		13	38	0	#1147
[6658]		13	39	0	#1148
[6660]		18	37	0	#1149
[6661]		18	35	0	#1150
[6665]		18	36	0	#1151
[6667]		13	36	0	#1152
[6669]		12	18	0	#1153
[6670]		10	16	0	#1154
[6672]		12	19	0	#1155
[6673]		9	26	0	#1156
[6674]		10	24	0	#1157
[6675]		10	26	0	#1158
[6678]		11	20	0	#1159
[6683]		13	23	0	#1160
[6686]		10	21	0	#1161
[6687]		6	20	0	#1162
[6688]		7	19	0	#1163
[6693]		8	21	0	#1164
[6694]		7	21	0	#1165
[6698]		10	36	0	#1166
[6702]		11	38	0	#1167
[6704]		14	37	0	#1168
[6708]		22	27	0	#1169
[6709]		23	27	0	#1170
[6712]		24	1	0	#1171
[6713]		23	1	0	#1172
[6714]		23	2	0	#1173
[6715]		22	30	0	#1174
[6719]		10	27	0	#1175
[6725]		7	31	0	#1176
[6730]		8	27	0	#1177
[6731]		9	30	0	#1178
[6735]		4	27	0	#1179
[6737]		8	25	0	#1180
[6745]		13	28	0	#1181
[6748]		11	26	0	#1182
[6749]		10	23	0	#1183
[6750]		11	27	0	#1184
[6752]		12	27	0	#1185
[6755]		19	20	0	#1186
[6756]		19	24	0	#1187
[6757]		19	29	0	#1188
[6759]		18	29	0	#1189
[6762]		15	26	0	#1190
[6763]		17	24	0	#1191
[6764]		16	25	0	#1192
[6766]		16	24	0	#1193
[6770]		18	34	0	#1194
[6771]		16	34	0	#1195
[6772]		18	33	0	#1196
[6773]		14	32	0	#1197
[6775]		15	27	0	#1198
[6776]		13	30	0	#1199
[6777]		23	26	0	#1200
[6780]		17	26	0	#1201
[6782]		15	29	0	#1202
[6785]		8	32	0	#1203
[6787]		10	32	0	#1204
[6788]		14	33	0	#1205
[6789]		10	31	0	#1206
[6791]		10	30	0	#1207
[6794]		31	24	0	#1208
[6799]		22	36	0	#1209
[6803]		26	23	0	#1210
[6805]		29	24	0	#1211
[6806]		28	33	0	#1212
[6807]		31	18	0	#1213
[6811]		33	24	0	#1214
[6812]		32	24	0	#1215
[6814]		30	23	0	#1216
[6816]		28	37	0	#1217
[6819]		31	26	0	#1218
[6820]		26	37	0	#1219
[6821]		31	28	0	#1220
[6823]		26	34	0	#1221
[6824]		24	40	0	#1222
[6825]		28	34	0	#1223
[6827]		25	40	0	#1224
[6828]		27	35	0	#1225
[6831]		7	5	0	#1226
[6834]		9	14	0	#1227
[6835]		13	3	0	#1228
[6837]		12	5	0	#1229
[6838]		7	2	0	#1230
[6840]		12	6	0	#1231
[6842]		6	10	0	#1232
[6843]		6	8	0	#1233
[6846]		14	3	0	#1234
[6848]		14	12	0	#1235
[6850]		8	12	0	#1236
[6852]		7	8	0	#1237
[6853]		12	8	0	#1238
[6854]		9	8	0	#1239
[6857]		8	7	0	#1240
[6858]		10	8	0	#1241
[6860]		9	3	0	#1242
[6864]		12	10	0	#1243
[6865]		14	14	0	#1244
[6868]		14	11	0	#1245
[6869]		13	11	0	#1246
[6870]		10	7	0	#1247
[6871]		35	24	0	#1248
[6872]		35	22	0	#1249
[6873]		35	25	0	#1250
[6875]		37	7	0	#1251
[6876]		39	7	0	#1252
[6879]		37	13	0	#1253
[6884]		38	8	0	#1254
[6885]		39	9	0	#1255
[6886]		38	22	0	#1256
[6887]		37	22	0	#1257
[6888]		38	9	0	#1258
[6890]		38	18	0	#1259
[6893]		34	27	0	#1260
[6894]		34	21	0	#1261
[6896]		35	21	0	#1262
[6897]		39	11	0	#1263
[6899]		39	10	0	#1264
[6900]		37	10	0	#1265
[6901]		39	8	0	#1266
[6902]		37	8	0	#1267
[6904]		36	10	0	#1268
[6905]		38	10	0	#1269
[6906]		40	15	0	#1270
[6908]		37	16	0	#1271
[6911]		39	15	0	#1272
[6913]		40	4	0	#1273
[6914]		40	5	0	#1274
[6915]		39	4	0	#1275
[6916]		39	6	0	#1276
[6918]		39	5	0	#1277
[6919]		39	14	0	#1278
[6920]		36	25	0	#1279
[6921]		38	26	0	#1280
[6922]		37	23	0	#1281
[6923]		35	17	0	#1282
[6924]		36	18	0	#1283
[6925]		35	18	0	#1284
[6926]		37	25	0	#1285
[6929]		39	25	0	#1286
[6930]		40	24	0	#1287
[6931]		39	24	0	#1288
[6934]		37	24	0	#1289
[6937]		37	19	0	#1290
[6938]		37	14	0	#1291
[6941]		7	13	0	#1292
[6942]		3	1	0	#1293
[6943]		6	2	0	#1294
[6944]		5	2	0	#1295
[6945]		5	1	0	#1296
[6946]		7	11	0	#1297
[6949]		8	9	0	#1298
[6950]		12	7	0	#1299
[6952]		24	18	0	#1300
[6954]		23	20	0	#1301
[6955]		23	9	0	#1302
[6956]		23	18	0	#1303
[6958]		20	21	0	#1304
[6959]		24	23	0	#1305
[6961]		21	21	0	#1306
[6963]		8	38	0	#1307
[6964]		8	29	0	#1308
[6965]		7	30	0	#1309
[6966]		7	35	0	#1310
[6967]		9	36	0	#1311
[6968]		6	38	0	#1312
[6969]		6	37	0	#1313
[6970]		10	29	0	#1314
[6972]		9	38	0	#1315
[6973]		10	34	0	#1316
[6975]		10	39	0	#1317
[6976]		22	4	0	#1318
[6978]		22	5	0	#1319
[6979]		20	5	0	#1320
[6982]		24	21	0	#1321
[6983]		25	21	0	#1322
[6984]		27	20	0	#1323
[6985]		30	20	0	#1324
[6987]		28	20	0	#1325
[6991]		22	16	0	#1326
[6992]		26	20	0	#1327
[6994]		19	21	0	#1328
[6995]		15	19	0	#1329
[6996]		15	20	0	#1330
[6997]		17	21	0	#1331
[6999]		22	21	0	#1332
[7001]		21	20	0	#1333
[7003]		2	22	0	#1334
[7004]		3	23	0	#1335
[7005]		2	21	0	#1336
[7007]		2	25	0	#1337
[7008]		2	24	0	#1338
[7009]		2	35	0	#1339
[7010]		4	36	0	#1340
[7011]		15	6	0	#1341
[7013]		15	3	0	#1342
[7015]		16	3	0	#1343
[7017]		4	3	0	#1344
[7018]		15	4	0	#1345
[7019]		4	31	0	#1346
[7021]		7	22	0	#1347
[7022]		6	26	0	#1348
[7023]		6	25	0	#1349
[7024]		10	22	0	#1350
[7027]		6	22	0	#1351
[7028]		4	26	0	#1352
[7029]		7	26	0	#1353
[7030]		3	21	0	#1354
[7032]		3	26	0	#1355
[7033]		14	16	0	#1356
[7035]		2	6	0	#1357
[7037]		6	19	0	#1358
[7038]		5	23	0	#1359
[7039]		5	26	0	#1360
[7040]		2	26	0	#1361
[7041]		4	29	0	#1362
[7042]		6	15	0	#1363
[7043]		5	29	0	#1364
[7045]		2	30	0	#1365
[7046]		6	31	0	#1366
[7047]		5	32	0	#1367
[7050]		2	33	0	#1368
[7051]		3	28	0	#1369
[7054]		3	30	0	#1370
[7057]		6	35	0	#1371
[7058]		4	35	0	#1372
[7059]		5	35	0	#1373
[7060]		5	34	0	#1374
[7062]		5	36	0	#1375
[7063]		3	36	0	#1376
[7065]		1	31	0	#1377
[7066]		11	2	0	#1378
[7067]		3	16	0	#1379
[7068]		2	17	0	#1380
[7070]		1	15	0	#1381
[7071]		1	18	0	#1382
[7074]		1	17	0	#1383
[7076]		1	23	0	#1384
[7077]		2	10	0	#1385
[7078]		2	8	0	#1386
[7079]		13	17	0	#1387
[7080]		12	17	0	#1388
[7082]		2	9	0	#1389
[7083]		3	12	0	#1390
[7084]		6	12	0	#1391
[7085]		2	12	0	#1392
[7086]		4	10	0	#1393
[7087]		3	11	0	#1394
[7088]		5	12	0	#1395
[7091]		5	28	0	#1396
[7092]		11	29	0	#1397
[7093]		7	29	0	#1398
[7094]		18	15	0	#1399
[7100]		19	10	0	#1400
[7102]		17	10	0	#1401
[7104]		16	15	0	#1402
[7105]		15	15	0	#1403
[7107]		14	15	0	#1404
[7108]		11	13	0	#1405
[7109]		17	2	0	#1406
[7110]		13	16	0	#1407
[7111]		12	15	0	#1408
[7113]		16	5	0	#1409
[7114]		11	11	0	#1410
[7115]		11	12	0	#1411
[7117]		14	13	0	#1412
[7118]		16	12	0	#1413
[7119]		18	8	0	#1414
[7121]		16	1	0	#1415
[7122]		15	7	0	#1416
[7126]		21	19	0	#1417
[7127]		20	20	0	#1418
[7128]		16	23	0	#1419
[7129]		17	28	0	#1420
[7130]		19	19	0	#1421
[7132]		2	20	0	#1422
[7133]		1	20	0	#1423
[7134]		4	19	0	#1424
[7136]		1	19	0	#1425
[7138]		4	16	0	#1426
[7140]		4	18	0	#1427
[7144]		12	20	0	#1428
[7146]		13	20	0	#1429
[7149]		6	18	0	#1430
[7151]		14	19	0	#1431
[7155]		11	18	0	#1432
[7157]		6	23	0	#1433
[7161]		8	24	0	#1434
[7163]		14	26	0	#1435
[7164]		4	24	0	#1436
[7165]		13	22	0	#1437
[7167]		5	24	0	#1438
[7168]		14	27	0	#1439
[7174]		2	7	0	#1440
[7175]		1	5	0	#1441
[7177]		3	7	0	#1442
[7178]		33	19	0	#1443
[7181]		26	16	0	#1444
[7182]		27	15	0	#1445
[7183]		28	14	0	#1446
[7184]		30	12	0	#1447
[7185]		28	15	0	#1448
[7188]		23	10	0	#1449
[7190]		24	10	0	#1450
[7191]		24	13	0	#1451
[7194]		23	13	0	#1452
[7196]		22	12	0	#1453
[7199]		28	19	0	#1454
[7200]		32	12	0	#1455
[7202]		30	18	0	#1456
[7203]		31	17	0	#1457
[7205]		29	18	0	#1458
[7208]		30	22	0	#1459
[7211]		27	23	0	#1460
[7214]		27	22	0	#1461
[7215]		35	19	0	#1462
[7218]		33	18	0	#1463
[7219]		38	4	0	#1464
[7222]		34	18	0	#1465
[7223]		31	19	0	#1466
[7226]		29	21	0	#1467
[7227]		29	1	0	#1468
[7228]		28	1	0	#1469
[7229]		29	2	0	#1470
[7231]		31	21	0	#1471
[7232]		28	21	0	#1472
[7233]		33	16	0	#1473
[7234]		35	14	0	#1474
[7235]		34	12	0	#1475
[7237]		30	15	0	#1476
[7239]		35	16	0	#1477
[7241]		31	15	0	#1478
[7244]		31	16	0	#1479
[7246]		27	4	0	#1480
[7248]		26	5	0	#1481
[7249]		27	11	0	#1482
[7250]		26	11	0	#1483
[7251]		27	5	0	#1484
[7253]		27	9	0	#1485
[7254]		24	9	0	#1486
[7255]		25	9	0	#1487
[7257]		25	2	0	#1488
[7260]		30	4	0	#1489
[7261]		25	4	0	#1490
[7262]		29	4	0	#1491
[7263]		28	9	0	#1492
[7264]		36	6	0	#1493
[7266]		35	5	0	#1494
[7267]		34	6	0	#1495
[7268]		35	6	0	#1496
[7269]		22	7	0	#1497
[7271]		34	7	0	#1498
[7272]		21	8	0	#1499
[7273]		35	7	0	#1500
[7275]		20	12	0	#1501
[7277]		30	11	0	#1502
[7278]		19	4	0	#1503
[7279]		21	11	0	#1504
[7280]		32	10	0	#1505
[7282]		32	3	0	#1506
[7286]		33	3	0	#1507
[7287]		34	1	0	#1508
[7288]		34	4	0	#1509
[7289]		33	4	0	#1510
[7292]		33	5	0	#1511
[7293]		32	9	0	#1512
[7294]		38	2	0	#1513
[7295]		36	1	0	#1514
[7296]		37	1	0	#1515
[7297]		32	14	0	#1516
[7300]		33	8	0	#1517
[7302]		35	9	0	#1518
[7303]		31	5	0	#1519
[7304]		30	6	0	#1520
[7307]		31	6	0	#1521
[7308]		34	9	0	#1522
[7309]		31	7	0	#1523
[7310]		33	9	0	#1524
[7311]		32	8	0	#1525
[7312]		37	3	0	#1526
[7313]		35	1	0	#1527
[7314]		36	4	0	#1528
[7317]		35	4	0	#1529
[7318]		34	10	0	#1530
[7319]		21	9	0	#1531
[7321]		29	9	0	#1532
[7322]		2	15	0	#1533
[7324]		6	14	0	#1534
[7325]		4	8	0	#1535
[7326]		2	13	0	#1536
[7327]		2	14	0	#1537
[7329]		7	14	0	#1538
[7335]		5	14	0	#1539
[7336]		17	11	0	#1540
[7337]		7	18	0	#1541
[7338]		5	18	0	#1542
[7339]		21	10	0	#1543
